x,y,cls
8.05742042139173,74.07476669177409,1
858.732651290484,589.175856113434,1
20.472963200882102,1.62264194805175,1
15.384962316602499,821.946069574915,1
890.483788121492,343.068800470792,1
584.241254115477,342.763839382678,5
92.1167556429282,531.215845607221,1
828.7647293647749,224.173960718326,1
661.0859493725,225.39762700907903,5
333.86306182947004,850.4384988918902,1
880.367041169666,409.229215560481,1
71.411547716707,149.97395204845802,1
609.925205656327,849.38914119266,1
286.986355343834,619.053242797963,2
229.128782381304,666.69014452491,2
502.19482330139704,350.542162335478,5
293.950713984668,305.21037639118697,4
15.692399418912801,300.908965570852,1
598.941622185521,52.795029594562905,1
53.8751872256398,114.67348113656,1
397.95597216580103,287.100819242187,4
670.8939355099569,230.553962197155,5
390.63972258009005,349.17622497305297,4
605.310223018751,288.482310273685,5
81.4724343130365,398.70972319040396,1
54.0660058613867,479.73606444429606,1
21.4646806474775,798.401757865213,1
128.682982362807,33.588956482708504,1
390.24050552397995,643.662411603145,2
895.734994509257,250.44920607470002,1
98.090957547538,496.690949471667,1
116.366988513619,868.6941234860569,1
300.699555454776,641.387572092935,2
126.24564394354799,8.468693587929009,1
214.00082891341302,680.076284869574,2
96.6257275315002,800.911857490428,1
12.3466047691181,447.15676750056394,1
230.716598778963,556.0153502505269,2
507.554903067648,298.334232461639,5
589.542704564519,47.0028872368857,1
643.537420243956,580.5250206263739,3
502.035699784756,614.786559250206,3
467.75750946253504,823.8936246838421,1
550.378808286041,399.40457500051696,5
865.30910404399,310.305167874321,1
39.688811916858,794.725808640942,1
353.243751567788,521.068867854774,2
846.7260814737531,141.862146696076,1
697.086453577504,262.584252865054,5
882.7429781667889,413.620933843777,1
829.7591235721479,35.9386457595974,1
277.977316500619,856.042563915253,1
674.591661337763,537.170407245867,3
213.91820178832901,350.297355651855,4
321.858934499323,689.7331413114439,2
840.419887471944,163.802279904485,1
622.191240428947,630.360525730066,3
578.077387972735,344.41816827748,5
548.475606646389,380.97163522615995,5
575.732625159435,631.129743671045,3
703.211761708371,53.9293515030295,1
898.693553404883,794.97140950989,1
584.5727282110599,529.5320310629901,3
655.491653666832,5.33527415245771,1
199.326524371281,21.875592134892898,1
880.324912257493,425.447872770019,1
379.151085647754,366.302678128704,4
882.911798916757,822.669913549908,1
658.602902130224,384.836220019497,5
865.0071851676331,209.866070444696,1
619.884656975046,234.84562025405498,5
77.351926965639,636.770721338689,1
554.837263701484,847.619394329377,1
12.7899213228375,819.4477523909881,1
335.894356342033,339.98627825640096,4
267.96941065695097,653.789564268664,2
215.939347073436,837.770191230811,1
288.624449959025,600.295103620738,2
836.109581775963,746.309932437725,1
551.8568007973951,351.124039920978,5
880.5142757948489,861.0413207905369,1
329.119787039235,685.443982318975,2
241.26618113368698,538.97603682708,2
664.6832644008099,684.456650074571,3
558.417607471347,55.4653323255479,1
388.714975258335,236.8132307427,4
837.3188223922631,305.72344106622,1
853.9467124035581,843.5506020672619,1
90.9186487086117,13.2231848314404,1
371.686877030879,856.537142931484,1
335.29386757873,309.758183313534,4
816.249678307213,172.53595688380298,1
56.11112422775479,451.66391569655406,1
618.46894074697,649.019711720757,3
638.115320680663,239.70156521536398,5
452.520352159627,61.6563981631771,1
868.456591875292,681.151547678746,1
328.215621085837,500.55315946228797,2
861.08457329683,102.293607965112,1
559.736675117165,891.3692245027049,1
431.241606222466,839.8633230244741,1
591.908080363646,899.582876684144,1
864.5958759589121,334.63552712928504,1
634.233114193194,543.965932982974,3
739.724572445266,2.13602115400136,1
804.575502499938,451.80438884999603,1
245.26910756249,297.197100310586,4
838.7139396741991,32.333849882707,1
863.658239599317,238.841516152024,1
676.976810046472,23.003603098914,1
808.192031993531,90.5948463594541,1
345.72370690293604,659.200430405326,2
262.692154152319,851.441563130356,1
593.7858343357219,672.046921821311,3
43.4382079867646,231.78859537001702,1
677.9030170524491,508.09153807349503,3
62.1816861676052,848.664390295744,1
878.85707274545,541.765416855924,1
898.517592949793,268.598682875745,1
550.331913214177,274.8565698741,5
514.6866963012139,381.842367863283,5
86.13559529185301,532.486019935459,1
14.2999312374741,643.622629204765,1
28.672493761405303,142.973675276153,1
31.698894314467896,800.5035274196421,1
211.68184673879298,620.095034153201,2
628.76196813304,230.49810477532398,5
55.7871282566339,850.3188036382201,1
832.11743615102,104.304003459401,1
817.3954647732901,190.963973337784,1
1.11167714931071,388.481280882843,1
320.299106952734,625.61938748695,2
627.610422251746,11.634644027799402,1
794.081702129915,99.8801001347601,1
433.273509051651,65.9851660486311,1
842.563058179803,45.6347194500268,1
886.6753853391859,591.5353591321041,1
22.366863442584897,830.602710996754,1
129.735283157788,4.9955633701756605,1
585.612377151847,63.37971263565121,1
432.461057673208,839.975658757612,1
341.649187495932,889.9526673601939,1
220.360408094712,604.426556476392,2
36.8483200902119,813.550752215087,1
862.6766862580549,508.757660910487,1
90.13029215857391,664.3918377812951,1
45.640172297135,838.552893139422,1
695.904221129604,30.768072442151603,1
95.5659312196076,592.08342328202,1
333.299607457593,803.062833216973,1
642.778586642817,865.051828860305,1
246.42110753338798,92.9591649910435,1
744.272101088427,871.4516770094631,1
70.8515678532422,506.16434847470396,1
95.7554833497852,198.333055526018,1
586.766996677034,211.993772769347,5
372.14817842468597,35.0402396405116,1
311.25368855427996,560.0485009839759,2
557.3149335337799,246.12067099660598,5
821.761206490919,171.697149029933,1
1.08462371863425,648.270844831131,1
2.53975689411163,237.36539259552998,1
840.0876520900059,186.435850267299,1
858.2043801667171,787.657515867613,1
436.872027511708,850.331490067765,1
242.798066348769,546.241747098975,2
844.16083060205,796.3574866997079,1
758.5465433774519,847.387661109678,1
801.9597364123911,398.266294319183,1
365.42115546762903,521.9974253559491,2
880.642710439861,417.035052739084,1
815.144804958254,359.787251288071,1
66.0387984942645,377.233646716923,1
875.902311480604,338.57889615465,1
214.672381128184,604.813287430443,2
588.739203172736,91.7704218998551,1
641.823730920441,646.799415769055,3
8.51147167850286,760.336602525786,1
512.669508112594,219.62494198232898,5
527.65986258164,32.0259140571579,1
244.835784332827,4.35937084257603,1
10.7733856653795,648.597830836661,1
370.84898238536005,579.373104474507,2
815.615005418658,124.360011820681,1
601.458314596675,267.886930843815,5
16.4837045129389,756.339541333728,1
49.8231790959835,732.568117557094,1
65.12699369341139,850.1857503550129,1
822.4432626971969,392.36057591624603,1
625.585070508532,855.5129064247009,1
519.565427047201,327.141462801956,5
641.372174536809,804.483172483742,1
844.446749472991,319.938862184063,1
639.712382107973,547.47241102159,3
592.390099726617,581.063933833502,3
44.328574184328296,225.863811071031,1
619.816614151932,262.335980054922,5
176.613389421254,844.744189688936,1
347.169174067676,872.595653194003,1
297.632673243061,699.488733848557,2
686.362866684794,200.860914308578,5
890.836996911094,347.89557703770697,1
27.0677945343778,147.915283287875,1
133.09548001270701,3.36149479262531,1
505.215771007352,584.100463497452,3
798.037837422453,25.4081343300641,1
64.1061003087088,341.042290977202,1
856.826182175428,788.6115468107159,1
400.448171817698,64.4399435492232,1
66.14035970997071,51.978547568433,1
93.6996585689485,263.211234938353,1
24.5136209763587,277.329633221962,1
327.506330609322,865.332953911275,1
74.64938911143692,239.756286679767,1
378.49655833561,564.637732529081,2
402.47688491363095,871.104716928676,1
522.6482229307289,637.128120032139,3
36.8962098844349,844.471786217764,1
59.54888721462339,415.047898585908,1
166.112913493998,800.175268412568,1
895.673370128497,64.4018614199013,1
18.4841249138117,124.213060294278,1
721.6990715358411,804.7458342975011,1
5.521881720051169,751.601070002653,1
83.6576463421807,66.39972052071239,1
55.79112579580401,573.050772794522,1
15.123709919862401,807.745395577513,1
511.278980132192,652.317810198292,3
894.382937159389,653.361148643307,1
43.6108083464205,324.377789651044,1
850.75193324592,45.6559902057052,1
652.872263872996,299.23016466200403,5
798.998765833676,85.3640331421047,1
402.73402703460295,820.253773382865,1
718.9800701569769,839.221835019998,1
559.5053601544349,246.214220579714,5
28.711255453527002,418.97284418810204,1
204.94373179972197,238.88263986446,4
327.532357885502,643.178830691613,2
553.417800972238,866.0037056542931,1
631.399587518536,388.243130687624,5
595.4819373786451,72.9347756830975,1
812.087260605767,393.776730936952,1
592.9568406427279,852.5540281785651,1
214.48217772413003,614.656247058883,2
878.1762488884849,350.7273460272701,1
684.464482124895,620.837061619386,3
836.598026705906,607.2811550460759,1
853.6700224271041,361.182591319084,1
846.629956131801,660.504419635981,1
62.4035574495792,263.623449392617,1
603.560367459431,302.34051689039904,5
562.641826830804,652.653005858883,3
403.916418738663,810.9867619816209,1
773.9240472670641,76.3734437059611,1
886.27265940886,76.54585002455859,1
852.3274068720641,444.30500892922305,1
245.29186086729197,66.32935968227679,1
389.92821865249397,320.81849493552,4
520.112748560496,624.912609695457,3
568.93719790969,660.733508574776,3
57.854480878450005,601.0108181973919,1
571.742284158245,354.69952197745397,5
235.33420495223302,654.327303171158,2
240.57011688128102,63.71704211924229,1
585.60575733427,77.0572475390509,1
394.838415272534,332.433824543841,4
797.996918228455,815.001016133465,1
33.9539602864534,294.475499284454,1
496.000856067985,82.72809453774241,1
58.1751349847764,359.176420513541,1
867.968723829836,312.57204876747,1
878.872275422327,446.059385477565,1
550.518430885859,554.814216610976,3
277.439968613908,305.007585254498,4
756.457933411002,890.985768777318,1
350.704172579572,256.78262743167596,4
683.791536628269,619.655079580843,3
419.799453020096,87.2516452800483,1
643.297934602015,829.320739558898,1
369.38533424399805,589.312041504309,2
831.5422039479021,206.616634782404,1
846.823838562705,802.653445140459,1
898.2393489684911,79.4902254827321,1
807.243730081245,715.134542668238,1
292.39820027723897,24.4843117659912,1
293.963077082299,653.639037441462,2
280.528558488004,32.3040212038904,1
571.228096517734,557.407768350095,3
386.60755420569296,35.577684128657,1
658.083255356178,663.747652899474,3
523.0039682937789,0.0864723231643438,1
49.53611190430821,504.32128468528396,1
349.80521702673303,686.434164410457,2
325.167924212292,570.8014752483,2
876.213798299432,312.48087524436403,1
379.589722584933,39.703420107252896,1
888.738828641362,592.882600659505,1
683.061029668897,253.22890102397702,5
294.148685527034,833.1273909425361,1
217.17427528929,513.423798093572,2
241.96076660882702,337.405909993686,4
788.19661012385,895.8358250325549,1
330.93472786713403,84.939555125311,1
319.635946070775,587.716268794611,2
887.078697793186,836.132884304971,1
800.751851359382,403.026004973799,1
89.16459486354141,651.568099670112,1
18.7018205411732,324.783888249658,1
801.63205366116,669.953680224717,1
714.540165360086,18.6936366604641,1
